uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PE,SEPTICEMIA,DOMICILIO,"30 - 39",M,5
PE,SEPTICEMIA,HOSPITAL,"30 - 39",F,61
PE,SEPTICEMIA,HOSPITAL,"30 - 39",M,93
PE,SEPTICEMIA,IGNORADO,"30 - 39",F,1
PE,SEPTICEMIA,OUTRO,"30 - 39",M,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PE,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
PE,SRAG,DOMICILIO,"30 - 39",F,1
PE,SRAG,HOSPITAL,"30 - 39",F,2
PE,SRAG,HOSPITAL,"30 - 39",M,2
PI,OUTRAS,DOMICILIO,"30 - 39",F,19
PI,OUTRAS,DOMICILIO,"30 - 39",M,29
PI,OUTRAS,HOSPITAL,"30 - 39",F,27
PI,OUTRAS,HOSPITAL,"30 - 39",M,29
PI,OUTRAS,OUTRO,"30 - 39",F,1
PI,OUTRAS,OUTRO,"30 - 39",M,3
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PI,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
PI,OUTRAS,VIA_PUBLICA,"30 - 39",M,5
PI,INDETERMINADA,DOMICILIO,"30 - 39",M,1
PI,INDETERMINADA,HOSPITAL,"30 - 39",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,4
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,11
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PI,PNEUMONIA,DOMICILIO,"30 - 39",F,1
PI,PNEUMONIA,DOMICILIO,"30 - 39",M,3
PI,PNEUMONIA,HOSPITAL,"30 - 39",F,7
PI,PNEUMONIA,HOSPITAL,"30 - 39",M,12
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PI,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
PI,SEPTICEMIA,HOSPITAL,"30 - 39",F,6
PI,SEPTICEMIA,HOSPITAL,"30 - 39",M,13
PI,SRAG,HOSPITAL,"30 - 39",F,1
PR,OUTRAS,DOMICILIO,"30 - 39",F,44
PR,OUTRAS,DOMICILIO,"30 - 39",M,95
PR,OUTRAS,HOSPITAL,"30 - 39",F,181
PR,OUTRAS,HOSPITAL,"30 - 39",M,185
PR,OUTRAS,IGNORADO,"30 - 39",M,1
PR,OUTRAS,OUTRO,"30 - 39",F,11
PR,OUTRAS,OUTRO,"30 - 39",M,63
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,10
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,20
PR,OUTRAS,VIA_PUBLICA,"30 - 39",F,11
PR,OUTRAS,VIA_PUBLICA,"30 - 39",M,92
PR,COVID,DOMICILIO,"30 - 39",F,1
PR,COVID,HOSPITAL,"30 - 39",M,5
PR,INDETERMINADA,DOMICILIO,"30 - 39",F,3
PR,INDETERMINADA,DOMICILIO,"30 - 39",M,8
PR,INDETERMINADA,HOSPITAL,"30 - 39",M,1
PR,INDETERMINADA,OUTRO,"30 - 39",M,2
PR,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,16
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,18
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PR,PNEUMONIA,DOMICILIO,"30 - 39",F,2
PR,PNEUMONIA,HOSPITAL,"30 - 39",F,49
PR,PNEUMONIA,HOSPITAL,"30 - 39",M,75
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PR,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
PR,SEPTICEMIA,HOSPITAL,"30 - 39",F,58
PR,SEPTICEMIA,HOSPITAL,"30 - 39",M,99
PR,SEPTICEMIA,OUTRO,"30 - 39",M,1
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PR,SRAG,HOSPITAL,"30 - 39",F,1
PR,SRAG,HOSPITAL,"30 - 39",M,5
PR,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RJ,OUTRAS,DOMICILIO,"30 - 39",F,64
RJ,OUTRAS,DOMICILIO,"30 - 39",M,118
RJ,OUTRAS,HOSPITAL,"30 - 39",F,252
RJ,OUTRAS,HOSPITAL,"30 - 39",M,325
RJ,OUTRAS,IGNORADO,"30 - 39",M,3
RJ,OUTRAS,OUTRO,"30 - 39",F,22
RJ,OUTRAS,OUTRO,"30 - 39",M,64
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,43
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,104
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",F,12
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",M,66
RJ,COVID,HOSPITAL,"30 - 39",F,2
RJ,COVID,HOSPITAL,"30 - 39",M,3
RJ,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RJ,INDETERMINADA,DOMICILIO,"30 - 39",F,2
RJ,INDETERMINADA,DOMICILIO,"30 - 39",M,5
RJ,INDETERMINADA,HOSPITAL,"30 - 39",F,4
RJ,INDETERMINADA,HOSPITAL,"30 - 39",M,5
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RJ,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,4
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,7
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,51
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,39
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,10
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,11
RJ,PNEUMONIA,DOMICILIO,"30 - 39",F,3
RJ,PNEUMONIA,DOMICILIO,"30 - 39",M,4
RJ,PNEUMONIA,HOSPITAL,"30 - 39",F,68
RJ,PNEUMONIA,HOSPITAL,"30 - 39",M,126
RJ,PNEUMONIA,IGNORADO,"30 - 39",F,1
RJ,PNEUMONIA,OUTRO,"30 - 39",F,1
RJ,PNEUMONIA,OUTRO,"30 - 39",M,4
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,14
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,20
RJ,PNEUMONIA,VIA_PUBLICA,"30 - 39",F,1
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",F,104
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",M,126
RJ,SEPTICEMIA,IGNORADO,"30 - 39",M,3
RJ,SEPTICEMIA,OUTRO,"30 - 39",M,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,13
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,19
RJ,SRAG,HOSPITAL,"30 - 39",F,2
RJ,SRAG,HOSPITAL,"30 - 39",M,2
RN,OUTRAS,DOMICILIO,"30 - 39",F,7
RN,OUTRAS,DOMICILIO,"30 - 39",M,19
RN,OUTRAS,HOSPITAL,"30 - 39",F,36
RN,OUTRAS,HOSPITAL,"30 - 39",M,49
RN,OUTRAS,IGNORADO,"30 - 39",M,1
RN,OUTRAS,OUTRO,"30 - 39",F,1
RN,OUTRAS,OUTRO,"30 - 39",M,3
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
RN,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
RN,OUTRAS,VIA_PUBLICA,"30 - 39",M,14
RN,COVID,HOSPITAL,"30 - 39",F,1
RN,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,INDETERMINADA,HOSPITAL,"30 - 39",F,2
RN,INDETERMINADA,HOSPITAL,"30 - 39",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,4
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,10
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,2
RN,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,PNEUMONIA,DOMICILIO,"30 - 39",F,2
RN,PNEUMONIA,DOMICILIO,"30 - 39",M,2
RN,PNEUMONIA,HOSPITAL,"30 - 39",F,7
RN,PNEUMONIA,HOSPITAL,"30 - 39",M,11
RN,PNEUMONIA,IGNORADO,"30 - 39",F,1
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RN,SEPTICEMIA,HOSPITAL,"30 - 39",F,12
RN,SEPTICEMIA,HOSPITAL,"30 - 39",M,12
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RN,SRAG,HOSPITAL,"30 - 39",F,1
RO,OUTRAS,DOMICILIO,"30 - 39",F,3
RO,OUTRAS,DOMICILIO,"30 - 39",M,7
RO,OUTRAS,HOSPITAL,"30 - 39",F,8
RO,OUTRAS,HOSPITAL,"30 - 39",M,41
RO,OUTRAS,IGNORADO,"30 - 39",M,1
RO,OUTRAS,OUTRO,"30 - 39",F,2
RO,OUTRAS,OUTRO,"30 - 39",M,12
RO,OUTRAS,VIA_PUBLICA,"30 - 39",F,5
RO,OUTRAS,VIA_PUBLICA,"30 - 39",M,18
RO,INDETERMINADA,IGNORADO,"30 - 39",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,3
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
RO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
RO,PNEUMONIA,HOSPITAL,"30 - 39",F,6
RO,PNEUMONIA,HOSPITAL,"30 - 39",M,6
RO,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RO,SEPTICEMIA,HOSPITAL,"30 - 39",F,10
RO,SEPTICEMIA,HOSPITAL,"30 - 39",M,8
RR,OUTRAS,DOMICILIO,"30 - 39",M,1
RR,OUTRAS,HOSPITAL,"30 - 39",F,11
RR,OUTRAS,HOSPITAL,"30 - 39",M,18
RR,OUTRAS,OUTRO,"30 - 39",M,1
RR,OUTRAS,VIA_PUBLICA,"30 - 39",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,1
RR,PNEUMONIA,HOSPITAL,"30 - 39",F,3
RR,PNEUMONIA,HOSPITAL,"30 - 39",M,1
RR,SEPTICEMIA,HOSPITAL,"30 - 39",F,3
RR,SEPTICEMIA,HOSPITAL,"30 - 39",M,2
RS,OUTRAS,DOMICILIO,"30 - 39",F,35
RS,OUTRAS,DOMICILIO,"30 - 39",M,71
RS,OUTRAS,HOSPITAL,"30 - 39",F,149
RS,OUTRAS,HOSPITAL,"30 - 39",M,158
RS,OUTRAS,IGNORADO,"30 - 39",M,2
RS,OUTRAS,OUTRO,"30 - 39",F,4
RS,OUTRAS,OUTRO,"30 - 39",M,23
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,14
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,12
RS,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
RS,OUTRAS,VIA_PUBLICA,"30 - 39",M,21
RS,COVID,HOSPITAL,"30 - 39",F,4
RS,COVID,HOSPITAL,"30 - 39",M,4
RS,INDETERMINADA,DOMICILIO,"30 - 39",M,1
RS,INDETERMINADA,HOSPITAL,"30 - 39",M,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,18
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,31
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
RS,PNEUMONIA,DOMICILIO,"30 - 39",F,1
RS,PNEUMONIA,DOMICILIO,"30 - 39",M,1
RS,PNEUMONIA,HOSPITAL,"30 - 39",F,35
RS,PNEUMONIA,HOSPITAL,"30 - 39",M,45
RS,PNEUMONIA,IGNORADO,"30 - 39",F,1
RS,PNEUMONIA,IGNORADO,"30 - 39",M,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RS,SEPTICEMIA,HOSPITAL,"30 - 39",F,53
RS,SEPTICEMIA,HOSPITAL,"30 - 39",M,55
RS,SEPTICEMIA,IGNORADO,"30 - 39",M,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
RS,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
RS,SRAG,HOSPITAL,"30 - 39",F,1
RS,SRAG,HOSPITAL,"30 - 39",M,3
SC,OUTRAS,DOMICILIO,"30 - 39",F,18
SC,OUTRAS,DOMICILIO,"30 - 39",M,41
SC,OUTRAS,HOSPITAL,"30 - 39",F,106
SC,OUTRAS,HOSPITAL,"30 - 39",M,112
SC,OUTRAS,OUTRO,"30 - 39",F,2
SC,OUTRAS,OUTRO,"30 - 39",M,25
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,7
SC,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
SC,OUTRAS,VIA_PUBLICA,"30 - 39",M,11
SC,COVID,HOSPITAL,"30 - 39",F,1
SC,COVID,HOSPITAL,"30 - 39",M,3
SC,INDETERMINADA,DOMICILIO,"30 - 39",F,1
SC,INDETERMINADA,DOMICILIO,"30 - 39",M,2
SC,INDETERMINADA,HOSPITAL,"30 - 39",M,1
SC,INDETERMINADA,OUTRO,"30 - 39",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,17
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,18
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SC,PNEUMONIA,DOMICILIO,"30 - 39",M,4
SC,PNEUMONIA,HOSPITAL,"30 - 39",F,28
SC,PNEUMONIA,HOSPITAL,"30 - 39",M,39
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
SC,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
SC,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
SC,SEPTICEMIA,HOSPITAL,"30 - 39",F,44
SC,SEPTICEMIA,HOSPITAL,"30 - 39",M,42
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SC,SRAG,HOSPITAL,"30 - 39",M,2
SE,OUTRAS,DOMICILIO,"30 - 39",F,3
SE,OUTRAS,DOMICILIO,"30 - 39",M,7
SE,OUTRAS,HOSPITAL,"30 - 39",F,22
SE,OUTRAS,HOSPITAL,"30 - 39",M,34
SE,OUTRAS,IGNORADO,"30 - 39",F,1
SE,OUTRAS,IGNORADO,"30 - 39",M,1
SE,OUTRAS,OUTRO,"30 - 39",M,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,12
SE,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
SE,OUTRAS,VIA_PUBLICA,"30 - 39",M,10
SE,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
SE,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,6
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,3
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SE,PNEUMONIA,DOMICILIO,"30 - 39",M,1
SE,PNEUMONIA,HOSPITAL,"30 - 39",F,7
SE,PNEUMONIA,HOSPITAL,"30 - 39",M,16
SE,PNEUMONIA,IGNORADO,"30 - 39",F,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SE,SEPTICEMIA,HOSPITAL,"30 - 39",F,8
SE,SEPTICEMIA,HOSPITAL,"30 - 39",M,17
SE,SEPTICEMIA,IGNORADO,"30 - 39",M,3
SP,OUTRAS,DOMICILIO,"30 - 39",F,162
SP,OUTRAS,DOMICILIO,"30 - 39",M,427
SP,OUTRAS,HOSPITAL,"30 - 39",F,690
SP,OUTRAS,HOSPITAL,"30 - 39",M,991
SP,OUTRAS,IGNORADO,"30 - 39",F,2
SP,OUTRAS,IGNORADO,"30 - 39",I,30
SP,OUTRAS,IGNORADO,"30 - 39",M,15
SP,OUTRAS,OUTRO,"30 - 39",F,43
SP,OUTRAS,OUTRO,"30 - 39",M,167
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,73
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,119
SP,OUTRAS,POSTO_SAUDE,"30 - 39",F,2
SP,OUTRAS,POSTO_SAUDE,"30 - 39",M,4
SP,OUTRAS,VIA_PUBLICA,"30 - 39",F,36
SP,OUTRAS,VIA_PUBLICA,"30 - 39",M,268
SP,COVID,DOMICILIO,"30 - 39",F,1
SP,COVID,HOSPITAL,"30 - 39",F,11
SP,COVID,HOSPITAL,"30 - 39",M,7
SP,COVID,OUTRO,"30 - 39",M,1
SP,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SP,INDETERMINADA,DOMICILIO,"30 - 39",F,5
SP,INDETERMINADA,DOMICILIO,"30 - 39",M,8
SP,INDETERMINADA,HOSPITAL,"30 - 39",F,6
SP,INDETERMINADA,HOSPITAL,"30 - 39",M,15
SP,INDETERMINADA,OUTRO,"30 - 39",M,9
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,2
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,4
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,8
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,22
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,114
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,97
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,5
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,1
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,3
SP,PNEUMONIA,DOMICILIO,"30 - 39",F,15
SP,PNEUMONIA,DOMICILIO,"30 - 39",M,39
SP,PNEUMONIA,HOSPITAL,"30 - 39",F,209
SP,PNEUMONIA,HOSPITAL,"30 - 39",M,371
SP,PNEUMONIA,IGNORADO,"30 - 39",M,2
SP,PNEUMONIA,OUTRO,"30 - 39",F,3
SP,PNEUMONIA,OUTRO,"30 - 39",M,9
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,9
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,27
SP,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,2
SP,SEPTICEMIA,DOMICILIO,"30 - 39",F,3
SP,SEPTICEMIA,DOMICILIO,"30 - 39",M,5
SP,SEPTICEMIA,HOSPITAL,"30 - 39",F,216
SP,SEPTICEMIA,HOSPITAL,"30 - 39",M,316
SP,SEPTICEMIA,IGNORADO,"30 - 39",M,2
SP,SEPTICEMIA,OUTRO,"30 - 39",F,2
SP,SEPTICEMIA,OUTRO,"30 - 39",M,1
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
SP,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
SP,SRAG,HOSPITAL,"30 - 39",F,6
SP,SRAG,HOSPITAL,"30 - 39",M,10
TO,OUTRAS,DOMICILIO,"30 - 39",F,6
TO,OUTRAS,DOMICILIO,"30 - 39",M,12
TO,OUTRAS,HOSPITAL,"30 - 39",F,20
TO,OUTRAS,HOSPITAL,"30 - 39",M,17
TO,OUTRAS,IGNORADO,"30 - 39",M,1
TO,OUTRAS,OUTRO,"30 - 39",M,6
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
TO,OUTRAS,VIA_PUBLICA,"30 - 39",M,8
TO,COVID,HOSPITAL,"30 - 39",M,1
TO,INDETERMINADA,HOSPITAL,"30 - 39",M,1
TO,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,1
TO,PNEUMONIA,DOMICILIO,"30 - 39",F,1
TO,PNEUMONIA,HOSPITAL,"30 - 39",F,8
TO,PNEUMONIA,HOSPITAL,"30 - 39",M,9
TO,SEPTICEMIA,AMBULANCIA,"30 - 39",M,1
TO,SEPTICEMIA,HOSPITAL,"30 - 39",F,4
TO,SEPTICEMIA,HOSPITAL,"30 - 39",M,4
TO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
TO,SRAG,HOSPITAL,"30 - 39",M,2
AC,OUTRAS,DOMICILIO,"40 - 49",F,5
AC,OUTRAS,DOMICILIO,"40 - 49",M,19
AC,OUTRAS,HOSPITAL,"40 - 49",F,16
AC,OUTRAS,HOSPITAL,"40 - 49",M,28
AC,OUTRAS,OUTRO,"40 - 49",F,2
AC,OUTRAS,OUTRO,"40 - 49",M,7
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AC,OUTRAS,VIA_PUBLICA,"40 - 49",M,8
AC,COVID,DOMICILIO,"40 - 49",M,1
AC,INDETERMINADA,DOMICILIO,"40 - 49",M,2
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,5
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,4
AC,PNEUMONIA,HOSPITAL,"40 - 49",F,11
AC,PNEUMONIA,HOSPITAL,"40 - 49",M,13
AC,SEPTICEMIA,HOSPITAL,"40 - 49",F,12
AC,SEPTICEMIA,HOSPITAL,"40 - 49",M,10
AL,OUTRAS,DOMICILIO,"40 - 49",F,28
AL,OUTRAS,DOMICILIO,"40 - 49",M,54
AL,OUTRAS,HOSPITAL,"40 - 49",F,98
AL,OUTRAS,HOSPITAL,"40 - 49",M,120
AL,OUTRAS,IGNORADO,"40 - 49",F,1
AL,OUTRAS,IGNORADO,"40 - 49",M,3
AL,OUTRAS,OUTRO,"40 - 49",F,2
AL,OUTRAS,OUTRO,"40 - 49",M,14
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,10
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,18
AL,OUTRAS,VIA_PUBLICA,"40 - 49",F,2
AL,OUTRAS,VIA_PUBLICA,"40 - 49",M,44
AL,COVID,HOSPITAL,"40 - 49",F,1
AL,INDETERMINADA,DOMICILIO,"40 - 49",F,1
AL,INDETERMINADA,DOMICILIO,"40 - 49",M,4
AL,INDETERMINADA,HOSPITAL,"40 - 49",M,2
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,6
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,11
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,17
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,4
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,5
AL,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
AL,PNEUMONIA,DOMICILIO,"40 - 49",F,2
AL,PNEUMONIA,DOMICILIO,"40 - 49",M,1
AL,PNEUMONIA,HOSPITAL,"40 - 49",F,34
AL,PNEUMONIA,HOSPITAL,"40 - 49",M,35
AL,PNEUMONIA,OUTRO,"40 - 49",F,1
